stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,location_type,parent_station
031110,031110,SS.106 TA-RC,SS.106 TA-RC (fr. ist. Testa),40.486558,17.201147,031110,0,
031120,031120,SS.106 TA- RC,SS.106 TA- RC (ISI) - 44,40.485708,17.203157,031120,0,
031130,031130,C.da Rondinella,CONTRADA RONDINELLA (ingr. ist.Testa),40.485598,17.202167,031130,0,
031140,031140,Via R. Orsini,VIA R. ORSINI n.9,40.485478,17.227317,031140,0,
031150,031150,Via N. Macchiavelli,VIA N. MACCHIAVELLI (Parcheggio),40.484648,17.218047,031150,0,
031160,031160,C.da Rondinella,CONTRADA RONDINELLA (Ist. Testa),40.484848,17.200177,031160,0,
031180,031180,Via N. Macchiavelli,VIA N. MACCHIAVELLI (fr. Parcheggio),40.485118,17.219157,031180,0,
031190,031190,SS.106 TA-RC,SS.106 TA-RC (fr. oleificio Costa),40.484188,17.209417,031190,0,
031200,031200,SS.106 TA-RC,SS.106 TA-RC ( Casa Cantoniera),40.483818,17.213787,031200,0,
031210,031210,SS.106 TA-RC,SS.106 TA-RC (Oleificio Costa),40.483968,17.209527,031210,0,
031220,031220,SS.106 TA-RC,SS.106 TA-RC (fr. casa Cantoniera),40.483518,17.214797,031220,0,
040010,040010,Piazza della Libertà,PIAZZA DELLA LIBERTA'  (L. Ovest),40.483118,17.224327,040010,0,
040020,040020,Via Duca d'Aosta,VIA DUCA D'AOSTA n. 30,40.483128,17.224707,040020,0,
040030,040030,Via Napoli,VIA NAPOLI  (ex deposito PP.TT.),40.483588,17.227647,040030,0,
040040,040040,Via Porto Mercantile,VIA PORTO MERCANTILE (fr.62),40.483198,17.226327,040040,0,
040050,040050,Via Costantinopoli,VIA COSTANTINOPOLI,40.481948,17.225877,040050,0,
040051,040051,Via Cristoforo Colombo,VIA CRISTOFORO COLOMBO n.52,40.481638,17.223237,040051,0,
040061,040061,Via Cristoforo Colombo,VIA CRISTOFORO COLOMBO (fr.- 52),40.481548,17.223697,040061,0,
040070,040070,Via Porto Mercantile,VIA PORTO MERCANTILE n.5,40.481578,17.225157,040070,0,
040080,040080,Via Duca d'Aosta,VIA DUCA D'AOSTA n.10,40.481798,17.225707,040080,0,
040081,040081,PM - Cap. Porto Merc.,PM - Capolinea Porto Mercantile,40.481208,17.223887,040081,0,
040082,040082,PM - Porto Mercantile,PM - Porto Mercantile [fr.Capolinea],40.481118,17.224547,040082,0,
040083,040083,P.le Democrate,PIAZZALE DEMOCRATE,40.480858,17.227587,040083,0,
040090,040090,C.so V. Emanuele II,C.SO V. EMANUELE II n.1,40.479288,17.226847,040090,0,
040100,040100,Via Cariati,VIA CARIATI (fr. n.20),40.479068,17.228077,040100,0,
040110,040110,Via Cariati,VIA CARIATI fr. n.160,40.477088,17.230127,040110,0,
040120,040120,C.so V. Emanuele II,C.SO V. EMANUELE II  fr.n.17,40.476918,17.225907,040120,0,
040130,040130,Via G. Garibaldi,VIA G. GARIBALDI   fr. n. 230,40.475488,17.233137,040130,0,
040140,040140,C.so V. Emanuele II,C.SO V. EMANUELE II (Arcivescovado),40.475468,17.228127,040140,0,
040150,040150,Scesa Vasto,SCESA VASTO,40.473738,17.234787,040150,0,
040160,040160,Piazza Castello,PIAZZA CASTELLO (c/o Castello Aragonese),40.473308,17.233427,040160,0,
050001,050001,Corso Umberto I,CORSO UMBERTO I n. 61,40.473188,17.239417,050001,0,
050010,050010,Corso Umberto I,CORSO UMBERTO I  n. 31,40.473438,17.237717,050010,0,
050012,050012,Corso Umberto I,CORSO UMBERTO I n.185,40.471528,17.248977,050012,0,
050013,050013,Corso Umberto I,CORSO UMBERTO I n.155,40.471908,17.246747,050013,0,
050020,050020,Via Margherita,VIA MARGHERITA (p.zza Carbonelli),40.471618,17.236717,050020,0,
050021,050021,Via Crispi,VIA CRISPI n.7,40.470638,17.249397,050021,0,
050031,050031,Corso Umberto I,CORSO UMBERTO I n. 121,40.472528,17.243257,050031,0,
050032,050032,Via A. Pacoret,VIA A. PACORET (fr. Parcheggio),40.470528,17.251367,050032,0,
050040,050040,Lungomare (Piazza Carbonelli),LUNGOMARE V. EM. III  (p.zza Carbonelli),40.471178,17.236737,050040,0,
050041,050041,Via G.De Cesare,VIA G. DE CESARE n. 53,40.470428,17.240617,050041,0,
050131,050131,Via Pricipe Amedeo,VIA PRINCIPE AMEDEO n.5,40.470208,17.239097,050131,0,
050132,050132,Via Principe Amedeo,VIA PRINCIPE AMEDEO n.58,40.469648,17.242057,050132,0,
050133,050133,Via P. Amedeo,VIA PRINCIPE AMEDEO n. 96,40.469238,17.244427,050133,0,
050140,050140,Via Berardi,VIA BERARDI n. 51,40.469388,17.242697,050140,0,
050170,050170,Via P. Amedeo,VIA PRINCIPE AMEDEO n.211,40.468485,17.248843,050170,0,
050171,050171,Via F. Crispi,VIA FRANCESCO CRISPI n.71,40.467948,17.248627,050171,0,
050172,050172,Via P. Amedeo,VIA PRINCIPE AMEDEO n.145,40.468848,17.246597,050172,0,
050173,050173,Via P. Amedeo,VIA PRINCIPE AMEDEO n. 204,40.468588,17.248227,050173,0,
050174,050174,Via P. Amedeo,VIA PRINCIPE AMEDEO n. 274,40.468068,17.251437,050174,0,
050180,050180,Via Leonida,VIA LEONIDA (fr.Park Artiglieria),40.468658,17.251927,050180,0,
050181,050181,Leonida - 8/10,Leonida - 8/10,40.469078,17.251907,050181,0,
050200,050200,Via G. Oberdan,VIA G. OBERDAN n.1,40.467698,17.243227,050200,0,
050210,050210,Via Tito  Minniti,VIA TITO MINNITI n.3,40.467928,17.250927,050210,0,
050220,050220,Via G. Oberdan,VIA G. OBERDAN n. 6,40.467588,17.243207,050220,0,
050221,050221,Corso V.Emanuele II,C.SO V. EMANUELE II  (fr. pal. Poste),40.469718,17.238757,050221,0,
050230,050230,Via G. Oberdan,VIA G. OBERDAN n.35A,40.467188,17.245987,050230,0,
050250,050250,Via G. Oberdan,VIA G. OBERDAN n. 36,40.467128,17.245377,050250,0,
050260,050260,Via G. Oberdan,VIA G. OBERDAN  n. 69,40.466708,17.248357,050260,0,
050290,050290,Via G. Oberdan,VIA G. OBERDAN n. 80,40.466588,17.248347,050290,0,
050310,050310,Via R. Elena,VIA R. ELENA n.118,40.465128,17.246647,050310,0,
050320,050320,Via T. Minniti,VIA TITO MINNITI (fr. n. 42),40.465728,17.250327,050320,0,
050330,050330,Via Leonida,VIA LEONIDA (fr. n.51B),40.465868,17.251007,050330,0,
050340,050340,Via F. Bruno,VIA F. BRUNO (fr. Ospedale Civile),40.463798,17.247737,050340,0,
050350,050350,Via F. Bruno,VIA F. BRUNO (Ospedale Civile),40.463908,17.247747,050350,0,
050360,050360,Via Leonida,VIA LEONIDA n. 76,40.463148,17.250247,050360,0,
050370,050370,Via T. Minniti,VIA MINNITI n. 69,40.463508,17.249687,050370,0,
050380,050380,Via Japigia,VIA JAPIGIA   n. 4,40.462808,17.249687,050380,0,
050381,050381,V.le Virgilio,VIALE VIRGILIO  (fr.Via Crispi),40.463852,17.246062,050381,0,
060010,060010,Via Japigia,VIA JAPIGIA n. 38,40.462268,17.252697,060010,0,
060020,060020,Corso Italia,CORSO ITALIA n. 65,40.461388,17.254317,060020,0,
060022,060022,Via Umbria,VIA UMBRIA n. 126,40.461218,17.255257,060022,0,
060040,060040,Corso Italia,CORSO ITALIA n.88,40.461088,17.254137,060040,0,
060060,060060,V.le Virgilio,VIALE VIRGILIO n. 76,40.461018,17.248757,060060,0,
060070,060070,Via Umbria,VIA UMBRIA n. 256,40.459768,17.262547,060070,0,
060080,060080,Via Medaglie d'oro,VIA MEDAGLIE D ' ORO  (fr. n. 40),40.459768,17.252877,060080,0,
060090,060090,Corso Italia,CORSO ITALIA  (Tribunale),40.459698,17.255277,060090,0,
060100,060100,Viale Virgilio,VIALE VIRGILIO (fr.n.73),40.458518,17.251397,060100,0,
060130,060130,Corso Italia,CORSO ITALIA n. 81,40.460028,17.255407,060130,0,
060140,060140,Via Liguria,VIA LIGURIA n.47,40.458958,17.259557,060140,0,
060150,060150,Viale Trentino,VIALE TRENTINO n.45,40.459198,17.264727,060150,0,
060160,060160,Via Liguria,VIA LIGURIA n.11,40.458658,17.257737,060160,0,
060170,060170,Via Liguria,VIA LIGURIA n.24,40.458878,17.258827,060170,0,
060190,060190,Via Liguria,VIA LIGURIA n.4,40.458308,17.257247,060190,0,
060200,060200,Via Liguria,VIA LIGURIA n.81,40.457878,17.262077,060200,0,
060210,060210,Viale M. Grecia,VIALE M. GRECIA (Scuole Leonida),40.457398,17.265657,060210,0,
060220,060220,Via Medaglie d'Oro,VIA MEDAGLIE D'ORO (sc. Colombo),40.457988,17.254207,060220,0,
060230,060230,Corso Italia,CORSO ITALIA n. 121,40.458018,17.257137,060230,0,
060240,060240,Via Lombardia,VIA LOMBARDIA n.10/A,40.457618,17.260857,060240,0,
060250,060250,Corso Italia,CORSO ITALIA (chiesa S. Roberto),40.457928,17.256787,060250,0,
060270,060270,Viale Virgilio,VIALE VIRGILIO (fr.scuole Salesiani),40.456618,17.252867,060270,0,
060280,060280,Via Liguria,VIA LIGURIA  n. 107,40.456818,17.264337,060280,0,
060300,060300,Via Medaglie d'Oro,VIA MEDAGLIE D'ORO  (giardini),40.456038,17.255837,060300,0,
060310,060310,Via Lombardia,VIA LOMBARDIA  n. 62,40.456368,17.262957,060310,0,
060330,060330,Corso Italia,CORSO ITALIA  n. 225,40.455448,17.259267,060330,0,
060340,060340,Viale M. Grecia,VIALE M. GRECIA  (ang. via Veneto),40.454828,17.263797,060340,0,
060351,060351,Via Campania,VIA CAMPANIA n. 197,40.454588,17.255647,060351,0,
060360,060360,Corso Italia,CORSO ITALIA n.238,40.455548,17.258787,060360,0,
060380,060380,Corso Italia,CORSO ITALIA n.281,40.453548,17.260887,060380,0,
060390,060390,Viale Virgilio,VIALE VIRGILIO  (fr. distributore IP),40.453808,17.254957,060390,0,
060400,060400,Corso Italia,CORSO ITALIA n. 306,40.453348,17.260567,060400,0,
060410,060410,Viale M. Grecia,VIALE MAGNA GRECIA  (ang. via Emilia),40.452938,17.262317,060410,0,
060420,060420,Viale Virgilio,VIALE VIRGILIO n. 139,40.453628,17.255207,060420,0,
060430,060430,Viale M. Grecia,VIALE MAGNA GRECIA  (Istituto ANFASS),40.452218,17.260677,060430,0,
060440,060440,Viale M. Grecia,VIALE MAGNA GRECIA n. 468,40.451668,17.258607,060440,0,
060450,060450,V.le M. Grecia (ex vivaio De Cicco),V.le M. Grecia (ex vivaio De Cicco),40.451268,17.255817,060450,0,
070009,070009,Vico San Giorgio,VICO SAN GIORGIO n.23,40.466898,17.258977,070009,0,
070011,070011,Via Falanto,VIA FALANTO  n . 1/A,40.468458,17.254337,070011,0,
070012,070012,Via Socrate,VIA SOCRATE  (chiesa Mad. delle Grazie),40.467878,17.256227,070012,0,
070021,070021,Via G. Cugini,VIA G. CUGINI fr. n.33,40.467678,17.259287,070021,0,
070031,070031,Via Magnaghi,VIA MAGNAGHI (fr. - 51),40.467858,17.261467,070031,0,
070040,070040,Via C. Battisti,VIA C. BATTISTI  n. 36,40.466808,17.252987,070040,0,
070041,070041,Via Polibio,VIA POLIBIO n. 45,40.464368,17.258407,070041,0,
070050,070050,Via Cesare  Battisti,VIA C. BATTISTI n.114,40.466488,17.258157,070050,0,
070051,070051,Via Cesare Battisti,VIA C. BATTISTI n. 180/B,40.466368,17.261067,070051,0,
070060,070060,Via Cesare Battisti,VIA C. BATTISTI (Distributore Agip),40.466218,17.264037,070060,0,
070061,070061,Via Cesare Battisti,VIA C. BATTISTI n.320,40.466118,17.266707,070061,0,
070070,070070,Via Oberdan,VIA OBERDAN n. 111,40.466018,17.252157,070070,0,
070080,070080,Via Oberdan,VIA OBERDAN n. 130,40.465998,17.251617,070080,0,
070090,070090,Via Capocelatro,VIA G.  CAPOCELATRO  n. 111,40.465398,17.252897,070090,0,
070100,070100,Via Dante A.,VIA DANTE A. n.95,40.464908,17.253717,070100,0,
070110,070110,Via Dante A.,VIA DANTE A. n.139,40.464358,17.256997,070110,0,
070120,070120,Via Dante A.,VIA DANTE A. n. 140,40.464698,17.254027,070120,0,
070130,070130,Via Dante A.,VIA DANTE A. n.160,40.464168,17.257337,070130,0,
070150,070150,Via Dante A.,VIA DANTE A. n. 346,40.462798,17.264707,070150,0,
070190,070190,Via Japigia,VIA JAPIGIA n. 11,40.462668,17.251097,070190,0,
070200,070200,Via Japigia,VIA JAPIGIA n.35,40.462278,17.253307,070200,0,
080011,080011,Via Magnaghi,VIA MAGNAGHI n.19,40.467992,17.266360,080011,0,
080012,080012,Rondinelli [Saram],Rondinelli [Saram],40.467808,17.274967,080012,0,
080040,080040,Via C. Battisti,VIA C. BATTISTI n.543,40.465908,17.276387,080040,0,
080050,080050,Via C. Battisti,VIA C. BATTISTI n.581,40.465768,17.278417,080050,0,
080060,080060,Via C. Battisti,VIA C. BATTISTI (Dep. Kyma ambiente),40.465689,17.280757,080060,0,
080070,080070,Via C. Battisti,VIA C. BATTISTI n. 657 (Kyma mobilità),40.465579,17.281987,080070,0,
080081,080081,Via della Livoria,VIA della LIVORIA  (Dep. CocaCola),40.468119,17.315858,080081,0,
080082,080082,Park Cimino,PC - Park Cimino,40.466009,17.300378,080082,0,
080100,080100,Via C. Battisti,VIA C. BATTISTI  n. 376,40.466048,17.268697,080100,0,
080110,080110,Via C. Battisti,VIA C. BATTISTI n. 428,40.465878,17.272187,080110,0,
080120,080120,Via C. Battisti,VIA C. BATTISTI n. 462,40.465828,17.275337,080120,0,
080130,080130,Via C. Battisti,VIA C. BATTISTI n. 730,40.465629,17.278707,080130,0,
080140,080140,Via C. Battisti,VIA C. BATTISTI n.736,40.465549,17.280477,080140,0,
080150,080150,Via C. Battisti,VIA C. BATTISTI n.1012,40.465329,17.285547,080150,0,
080160,080160,Via C. Battisti,VIA C. BATTISTI n. 5090,40.465099,17.292098,080160,0,
080161,080161,Via Speziale,VIA SPEZIALE n.6,40.464249,17.293828,080161,0,
080162,080162,Via Speziale,VIA SPEZIALE n.11,40.464669,17.294038,080162,0,
080163,080163,Via per S.Giorgio J.,VIA S. GIORGIO  (conc. Auto Affare),40.466179,17.304408,080163,0,
080171,080171,Via Venezia,VIA VENEZIA  (Palafiom),40.464808,17.273817,080171,0,
080172,080172,Via Ancona,VIA ANCONA n. 22,40.464228,17.272467,080172,0,
080180,080180,Viale Unicef,VIALE UNICEF (Ang. Via Viola),40.463059,17.281357,080180,0,
080190,080190,viale Unicef,VIALE UNICEF n.22,40.462949,17.281497,080190,0,
080210,080210,V.le Magna Grecia,VIALE M. GRECIA n. 57,40.464108,17.269727,080210,0,
080222,080222,Via Pisa,VIA PISA n. 53,40.462918,17.272027,080222,0,
080230,080230,V.le Magna Grecia,VIALE M.GRECIA n.96/A,40.462758,17.269067,080230,0,
080250,080250,Via Dante A.,VIA DANTE A. n.221,40.462968,17.264777,080250,0,
080271,080271,Via G.Speziale,VIA G. SPEZIALE n. 12,40.462099,17.293508,080271,0,
080272,080272,Via G. Speziale,VIA G. SPEZIALE n.33,40.461709,17.293648,080272,0,
080280,080280,Via Dante A.,VIA DANTE A. n.273,40.462498,17.267467,080280,0,
080290,080290,Via Dante A.,VIA DANTE A. n.406,40.462328,17.267597,080290,0,
080301,080301,Viale Unicef,VIALE UNICEF (ang. Via Forleo),40.461219,17.280717,080301,0,
080302,080302,Viale Unicef,VIALE UNICEF (Rondò lato Sud),40.460889,17.280927,080302,0,
080303,080303,Via E.Consiglio,VIA E. CONSIGLIO (fr. n. 15),40.460579,17.284327,080303,0,
080304,080304,Via E. Consiglio,VIA E. CONSIGLIO (fr. n.43),40.459529,17.289308,080304,0,
080310,080310,Via E. Consiglio,VIA E. CONSIGLIO n. 21,40.460669,17.284667,080310,0,
080311,080311,Via G. Speziale,VIA G. SPEZIALE n.69,40.459439,17.293368,080311,0,
080320,080320,Via E.Consiglio,VIA E. CONSIGLIO n.41,40.459749,17.289178,080320,0,
080321,080321,PC - Park Cimino,PC - Park Cimino,40.459419,17.300588,080321,0,
080322,080322,Via E. Consiglio,VIA E. CONSIGLIO n.97,40.459119,17.292308,080322,0,
080323,080323,Via E. Consiglio,VIA E. CONSIGLIO (ang.via Speziale),40.458449,17.292128,080323,0,
080324,080324,Porte dello Ionio,PORTE DELLO IONIO (dir.Città),40.462079,17.298868,080324,0,
080325,080325,Porte dello Ionio,PORTE DELLO IONIO (dir.Cimino),40.462039,17.298638,080325,0,
080330,080330,V.le Magna Grecia,VIALE M. GRECIA  (ang. via Fortunato),40.461098,17.268717,080330,0,
080340,080340,Viale Unicef,VIALE UNICEF (distr. IP),40.460319,17.277697,080340,0,
080350,080350,V.le Magna Grecia,VIALE M. GRECIA (Distributore ENI),40.460108,17.267577,080350,0,
080360,080360,Via Atenisio,VIA ATENISIO C. (fr. n. 10),40.459548,17.275327,080360,0,
080370,080370,Viale Unicef,VIALE UNICEF  (città giardino),40.460019,17.277777,080370,0,
080390,080390,Viale M. Grecia,VIALE M. GRECIA (distr. Q8),40.459878,17.267887,080390,0,
080399,080399,Via G. Galilei,VIA G. GALILEI n.26,40.458918,17.276217,080399,0,
080400,080400,Via Atenisio,VAI ATENISIO C.  (coop. Colasiderta),40.459298,17.275817,080400,0,
080401,080401,Via G.Galilei,VIA G. GALILEI  (fr.- 28),40.458248,17.275847,080401,0,
080430,080430,Via Lago d'Arvo,VIA LAGO D'ARVO n. 43,40.458498,17.269477,080430,0,
080440,080440,Via Atenisio,VIA ATENISIO C. (fr. n.4),40.458168,17.273417,080440,0,
080450,080450,Via Atenisio,VIA ATENISIO  (supermercato),40.458448,17.273717,080450,0,
080470,080470,Via Atenisio,VIA ATENISIO  (Edicola),40.457948,17.271687,080470,0,
080480,080480,Via Speziale,VIA G. SPEZIALE  (casa circondariale),40.457459,17.292318,080480,0,
090010,090010,Viale tr,VIALE TRENTINI n. 123,40.458248,17.267757,090010,0,
090020,090020,Via Atenisio,VIA ATENISIO  (fr.Edicola),40.457778,17.271617,090020,0,
090040,090040,Viale M. Grecia,VIALE M. GRECIA n. 235,40.457198,17.266027,090040,0,
090050,090050,Via Ancona,VIA ANCONA n.253,40.455148,17.268317,090050,0,
090060,090060,Via Ancona,VIA ANCONA (fr. distr. Q8)),40.454998,17.268407,090060,0,
090070,090070,V.le M. Grecia,VIALE M.GRECIA n.333,40.454798,17.264237,090070,0,
090080,090080,Via Lago di Como,VIA LAGO DI COMO n.65,40.453848,17.270327,090080,0,
090091,090091,Via Ancona,VIA ANCONA n.275,40.452398,17.266457,090091,0,
090092,090092,Via Ancona,VIA ANCONA n. 291,40.450458,17.264307,090092,0,
090100,090100,Viale Magna Grecia,VIALE MAGNA GRECIA n.351,40.453418,17.263257,090100,0,
090110,090110,Corso Italia,CORSO ITALIA n.359,40.451798,17.262337,090110,0,
090118,090118,Via L. Maggiore,VIA L. MAGGIORE (ang. via E.Iacovone),40.451258,17.269267,090118,0,
090119,090119,Via Lago Maggiore,VIA L. MAGGIORE (fr. Stadio),40.451158,17.269637,090119,0,
090121,090121,Via Lago Maggiore,VIA LAGO MAGGIORE (ang.via lago di Como),40.451658,17.271767,090121,0,
090122,090122,Via Lago Maggiore,VIA LAGO MAGGIORE  (ang.Via Alimini),40.451348,17.273687,090122,0,
090130,090130,Viale Magna Grecia,VIALE MAGNA GRECIA n.419,40.451888,17.260677,090130,0,
090141,090141,Corso Italia,CORSO ITALIA n.362,40.451308,17.262317,090141,0,
090142,090142,Via Alleghe,VIA ALLEGHE  (fr. n. 368),40.450508,17.262497,090142,0,
090161,090161,Via Lago Maggiore,VIA LAGO MAGGIORE (ang.via L. Bracciano),40.451508,17.271027,090161,0,
090171,090171,Via Lago Maggiore,VIA LAGO MAGGIORE  (fr. Alimini Grande),40.450939,17.273947,090171,0,
090180,090180,Via Lago di Viverone,VIA LAGO DI VIVERONE n.4,40.450878,17.258407,090180,0,
090190,090190,Viale Magna Grecia,VIALE MAGNA GRECIA (fr.G. Virgilio),40.451088,17.257677,090190,0,
090200,090200,Via L. di Viverone,VIA LAGO DI VIVERONE fr.-n.4,40.451030,17.258168,090200,0,
090202,090202,Via L. di Viverone,VIA LAGO DI VIVERONE (Sc.Costa),40.449488,17.259107,090202,0,
090251,090251,Via Golfo di Taranto,VIA G. DI TARANTO(ang. L.di Monticchio),40.449489,17.275587,090251,0,
090252,090252,Via Golfo di Taranto,VIA G. DI TARANTO (fr. L.di Monticchio),40.449749,17.275907,090252,0,
090270,090270,Via Lago Maggiore,VIA LAGO MAGGIORE  (fr. capolinea),40.450118,17.267587,090270,0,
090271,090271,Via Lago Maggiore,VIA LAGO MAGGIORE (Università),40.449948,17.265507,090271,0,
090291,090291,Via Lago Maggiore,VIA LAGO MAGGIORE (Cap. CEP),40.449788,17.267577,090291,0,
090310,090310,Cap. Lago di Garda,CEP - CAP. LAGO DI GARDA,40.449508,17.267067,090310,0,
090400,090400,Via Golfo di Taranto,VIA GOLFO di TARANTO (Pal. Ricciardi),40.448358,17.265307,090400,0,
090402,090402,Via A. Sordi,VIA A. SORDI fr. n.28,40.452509,17.281657,090402,0,
090403,090403,Via A. Sordi,VIA A. SORDI n. 36,40.452529,17.281387,090403,0,
090404,090404,Via L. di Levico,VIA L. DI LEVICO n.4,40.450669,17.281207,090404,0,
090405,090405,Via L. di Levico,VIA L. DI LEVICO fr.n.4,40.450509,17.281337,090405,0,
090406,090406,Via L. di Levico,VIA L. DI LEVICO n. 22/C,40.448419,17.280047,090406,0,
090407,090407,Via Lago di Levico,VIA LAGO di LEVICO fr. n.22,40.448319,17.280247,090407,0,
090410,090410,Via Golfo di Taranto,VIA GOLFO DI TARANTO (CCR),40.448168,17.265447,090410,0,
090411,090411,Via Lago di Nemi,VIA LAGO DI NEMI n.294,40.448518,17.264297,090411,0,
090412,090412,Via Lago di Nemi,VIA LAGO DI NEMI n.75,40.447388,17.261427,090412,0,
090430,090430,Golfo di Taranto - 7,Golfo di Taranto - 7,40.447408,17.268947,090430,0,
090431,090431,Golfo di Taranto (fr.via Candelli),Golfo di Taranto (fr.via Candelli),40.447238,17.269877,090431,0,
090440,090440,Lago di Nemi (Cooperativa Mariolina),Lago di Nemi (Cooperativa Mariolina),40.448138,17.263707,090440,0,
090470,090470,Lago di Nemi,Lago di Nemi (fr. - 73),40.447168,17.261067,090470,0,
090481,090481,Golfo di Taranto (fr.- 9),Golfo di Taranto (fr.- 9),40.447078,17.271387,090481,0,
090482,090482,Golfo di Taranto - 9,Golfo di Taranto - 9,40.447128,17.272297,090482,0,
090484,090484,Golfo di Taranto (fr.-10),Golfo di Taranto (fr.-10),40.447258,17.270647,090484,0,
090485,090485,Golfo di Taranto (villa Verde),Golfo di Taranto (villa Verde),40.447989,17.274797,090485,0,
090486,090486,Golfo di Taranto(fr.villa Verde),Golfo di Taranto(fr.villa Verde),40.448079,17.274687,090486,0,
090487,090487,Lago di Montepulciano (fr. 10),Lago di Montepulciano (fr. 10),40.448079,17.277137,090487,0,
090488,090488,Lago di Montepulciano  - 10,Lago di Montepulciano  - 10,40.447889,17.277697,090488,0,
090500,090500,V.le Jonio,V.le Jonio (fr.-113),40.446148,17.257347,090500,0,
090510,090510,V.le Jonio,V.le Jonio - 113,40.446198,17.257617,090510,0,
090520,090520,Corso Annibale (succursale Martellotta),Corso Annibale (succursale Martellotta),40.446328,17.260517,090520,0,
090521,090521,Corso Annibale,Corso Annibale (ang.via Palatucci),40.445068,17.261327,090521,0,
090540,090540,V.le Jonio (contr.Toscano L. ovest),V.le Jonio (contr.Toscano L. ovest),40.444442,17.257984,090540,0,
090550,090550,V.le Jonio (contrada Toscano lato est),V.le Jonio (contrada Toscano lato est),40.442158,17.258587,090550,0,
090561,090561,Corso Annibale (ang.C.Redentore),Corso Annibale (ang.C.Redentore),40.443678,17.261797,090561,0,
090570,090570,Corso Annibale (Cooperativa S.A.B.A.),Corso Annibale (Cooperativa S.A.B.A.),40.442728,17.260387,090570,0,
090571,090571,Cripta del Redentore,Cripta del Redentore (fr. coop. SABA),40.442638,17.260927,090571,0,
090580,090580,Lago di Pergusa - 28,Lago di Pergusa - 28,40.441495,17.259539,090580,0,
090581,090581,Lago di Pergusa,Lago di Pergusa  - 11,40.441688,17.259617,090581,0,
090582,090582,Scoglio del Tonno (fr.- 50),Scoglio del Tonno (fr.- 50),40.442228,17.262347,090582,0,
090602,090602,Scoglio del Tonno (Distr. ESSO),Scoglio del Tonno (Distr. ESSO),40.442038,17.262257,090602,0,
090603,090603,Scoglio del Tonno - 70,Scoglio del Tonno - 70,40.438458,17.264167,090603,0,
090610,090610,Via per Talsano,Via per Talsano - 95,40.439948,17.258507,090610,0,
090620,090620,Via Lago di Carezza,VIA LAGO DI CAREZZA,40.440118,17.256727,090620,0,
090629,090629,Lago di Pergusa (fr.via L.di Lugano),Lago di Pergusa (fr.via L.di Lugano),40.435628,17.262867,090629,0,
090630,090630,Via per Talsano (fr. Alfa Romeo),Via per Talsano (fr. Alfa Romeo),40.439778,17.258297,090630,0,
090640,090640,Lago di Pergusa (fr. - 98),Lago di Pergusa (fr. - 98),40.436978,17.262157,090640,0,
090641,090641,Lago di Pergusa ( Carr. Carretta ),Lago di Pergusa ( Carr. Carretta ),40.438458,17.261257,090641,0,
090642,090642,Lago di Pergusa (fr. villa Angela),Lago di Pergusa (fr. villa Angela),40.438328,17.261497,090642,0,
090643,090643,Scoglio del Tonno - 51,Scoglio del Tonno - 51,40.438708,17.264087,090643,0,
090650,090650,Lago di Pergusa - 98,Lago di Pergusa - 98,40.435668,17.262687,090650,0,
090660,090660,V.le Jonio,V.le Jonio (fr. Chiapparo),40.438968,17.252307,090660,0,
090670,090670,V.le Jonio,V.le Jonio (Chiapparo),40.439008,17.252247,090670,0,
090680,090680,Via per Talsano (fr. via Lago Ampollino),Via per Talsano (fr. via Lago Ampollino),40.436318,17.258137,090680,0,
090690,090690,Via per Talsano(ang. via Lago Ampollino),Via per Talsano(ang. via Lago Ampollino),40.437388,17.258467,090690,0,
090691,090691,Scoglio del Tonno(fr. via Ospedalicchio),Scoglio del Tonno(fr. via Ospedalicchio),40.436144,17.266827,090691,0,
090701,090701,Scoglio del Tonno,Scoglio del Tonno(ang.via Ospedalicchio),40.436018,17.266877,090701,0,
090710,090710,Via per Talsano(fr. conc. Peugeout),Via per Talsano(fr. conc. Peugeout),40.434288,17.258137,090710,0,
090720,090720,Via per Talsano,Via per Talsano (conc. Peugeot),40.435178,17.258427,090720,0,
090721,090721,Lago di Pergusa(tra V.Osped. e V.Eto),Lago di Pergusa(tra V.Osped. e V.Eto),40.434278,17.263417,090721,0,
090730,090730,Via Risorgimento,Via Risorgimento - 1,40.433979,17.268737,090730,0,
090731,090731,V.le del Rinascimento,V.le del Rinascimento ( Palazz. - 5 ),40.432768,17.264847,090731,0,
090732,090732,V.le del Rinascimento(fr.Palazz.- 5),V.le del Rinascimento(fr.Palazz.- 5),40.432658,17.265057,090732,0,
090733,090733,V.le del Rinascimento (fr. viaTessaglia),V.le del Rinascimento (fr. viaTessaglia),40.434199,17.268687,090733,0,
100010,100010,Via per Talsano (deposito ENEL),Via per Talsano (deposito ENEL),40.431288,17.258447,100010,0,
100020,100020,Via per Talsano (fr. deposito ENEL),Via per Talsano (fr. deposito ENEL),40.430938,17.258037,100020,0,
100030,100030,Via per Talsano (contrada Gennarini),Via per Talsano (contrada Gennarini),40.428448,17.258037,100030,0,
100040,100040,Via per Talsano(fr.gelateria Montebello),Via per Talsano(fr.gelateria Montebello),40.427978,17.259308,100040,0,
100050,100050,Via per Talsano (rapillo),Via per Talsano (rapillo),40.425558,17.258287,100050,0,
